id,Назначение,Размер,Вес,Легальность,Содержимое,Хрупкость,id_Ticket
788,Гражданское,nam dui proin,6,0,Curabitur convallis.,1,788
789,Военное,platea dictumst maecenas ut,35,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,0,789
790,Военное,non quam nec dui,44,0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",1,790
791,Гражданское,erat,10,1,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,1,791
792,Гражданское,congue diam,1,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,0,792
793,Военное,eu interdum eu tincidunt,28,0,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0,793
794,Гражданское,quam pharetra magna ac,21,0,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,0,794
795,Военное,faucibus,46,1,Vestibulum rutrum rutrum neque.,0,795
796,Военное,nunc donec quis orci,37,0,Curabitur convallis.,0,796
797,Военное,ligula vehicula consequat,39,0,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1,797
798,Военное,molestie,34,0,In quis justo. Maecenas rhoncus aliquam lacus.,0,798
799,Военное,nisl venenatis lacinia,13,1,Donec ut dolor.,0,799
800,Гражданское,curae nulla dapibus,44,0,Vivamus vestibulum sagittis sapien.,0,800
801,Гражданское,etiam pretium iaculis,17,1,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0,801
802,Военное,sed vel enim,10,1,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,1,802
803,Военное,nulla facilisi cras,49,1,Mauris sit amet eros.,1,803
804,Военное,integer ac leo pellentesque,24,0,Sed sagittis.,1,804
805,Гражданское,hac habitasse platea dictumst,34,0,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",0,805
806,Гражданское,a,9,1,Nunc rhoncus dui vel sem. Sed sagittis.,1,806
807,Военное,nulla sed accumsan felis,31,1,In eleifend quam a odio. In hac habitasse platea dictumst.,0,807
808,Гражданское,imperdiet sapien urna,16,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1,808
809,Военное,justo in blandit,1,1,Morbi non quam nec dui luctus rutrum. Nulla tellus.,0,809
810,Военное,integer non velit,37,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1,810
811,Военное,ac leo pellentesque,42,1,Curabitur gravida nisi at nibh.,1,811
812,Военное,nulla tellus in sagittis,3,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0,812
813,Военное,blandit,16,0,Aenean sit amet justo.,0,813
814,Военное,vitae nisl,27,0,Morbi porttitor lorem id ligula.,1,814
815,Гражданское,eu,16,0,Pellentesque ultrices mattis odio. Donec vitae nisi.,1,815
816,Гражданское,sed augue aliquam erat,27,0,Pellentesque viverra pede ac diam.,1,816
817,Гражданское,nulla justo aliquam,8,1,Duis aliquam convallis nunc.,1,817
818,Гражданское,turpis sed ante,9,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0,818
819,Военное,ultrices enim,40,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1,819
820,Военное,morbi non,5,0,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,1,820
821,Военное,quis lectus suspendisse,33,1,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1,821
822,Военное,posuere,34,0,Ut at dolor quis odio consequat varius.,1,822
823,Военное,vulputate elementum nullam varius,13,0,Fusce posuere felis sed lacus.,0,823
824,Гражданское,ipsum primis in faucibus,49,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1,824
825,Военное,praesent blandit,26,0,Integer ac neque. Duis bibendum.,0,825
826,Гражданское,ac nibh fusce,8,0,Integer tincidunt ante vel ipsum.,1,826
827,Военное,felis sed,25,1,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,0,827
828,Военное,rutrum nulla nunc,36,0,Nunc nisl.,0,828
829,Гражданское,lacus,37,0,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,1,829
830,Военное,sit amet,3,0,Proin risus. Praesent lectus.,1,830
831,Военное,faucibus orci luctus et,11,1,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,0,831
832,Гражданское,vulputate luctus,29,1,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",1,832
833,Гражданское,posuere cubilia,16,0,Phasellus id sapien in sapien iaculis congue.,0,833
834,Гражданское,duis mattis egestas metus,50,0,Nulla nisl. Nunc nisl.,1,834
835,Военное,in sagittis dui vel,27,0,Vivamus tortor. Duis mattis egestas metus.,0,835
836,Гражданское,nisl duis,2,1,Vestibulum rutrum rutrum neque.,1,836
837,Военное,ut suscipit,21,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",0,837
838,Гражданское,varius integer,28,0,Nunc rhoncus dui vel sem. Sed sagittis.,1,838
839,Гражданское,elementum nullam varius nulla,20,0,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0,839
840,Военное,volutpat erat quisque,5,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",1,840
841,Военное,pulvinar lobortis est,46,1,Morbi a ipsum.,1,841
842,Военное,ridiculus mus,27,1,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1,842
843,Гражданское,nulla,36,0,Mauris ullamcorper purus sit amet nulla.,0,843
844,Военное,mi sit amet lobortis,20,1,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1,844
845,Военное,at nulla,44,0,In sagittis dui vel nisl. Duis ac nibh.,0,845
846,Военное,in magna bibendum imperdiet,13,0,In hac habitasse platea dictumst.,1,846
847,Военное,leo,48,0,Suspendisse potenti. Nullam porttitor lacus at turpis.,0,847
848,Военное,maecenas tincidunt lacus,14,0,Duis aliquam convallis nunc.,0,848
849,Военное,tempor turpis nec euismod,1,0,Nullam varius.,1,849
850,Гражданское,a,49,0,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,0,850
851,Гражданское,tristique est et tempus,13,0,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0,851
852,Военное,faucibus accumsan odio,40,1,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0,852
853,Гражданское,sed ante,20,0,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,1,853
854,Военное,sed nisl,29,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1,854
855,Военное,interdum,8,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1,855
856,Военное,risus,18,1,Aenean auctor gravida sem.,1,856
857,Военное,at nulla,11,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",1,857
858,Гражданское,mauris,3,0,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",0,858
859,Гражданское,ut nunc vestibulum,36,0,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,0,859
860,Военное,vulputate,42,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1,860
861,Военное,id turpis,4,0,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1,861
862,Гражданское,nibh in,8,0,Suspendisse potenti.,0,862
863,Военное,cum,14,0,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1,863
864,Гражданское,accumsan odio,20,1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",1,864
865,Военное,lorem,18,0,Nulla mollis molestie lorem.,0,865
866,Военное,sed,7,1,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,0,866
867,Военное,urna pretium nisl ut,10,0,Donec semper sapien a libero. Nam dui.,0,867
868,Гражданское,porttitor pede justo eu,48,0,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,0,868
869,Гражданское,non ligula pellentesque ultrices,8,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",0,869
870,Военное,curabitur at ipsum ac,20,0,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,1,870
871,Гражданское,justo pellentesque viverra,44,1,Fusce posuere felis sed lacus.,0,871
872,Гражданское,suspendisse potenti,38,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",0,872
873,Военное,tincidunt eu,44,0,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1,873
874,Военное,luctus nec molestie sed,7,1,Etiam justo. Etiam pretium iaculis justo.,1,874
875,Военное,amet justo morbi ut,31,1,Nulla tellus.,0,875
876,Гражданское,ut massa quis,9,1,Vivamus in felis eu sapien cursus vestibulum.,0,876
877,Военное,sit amet,6,0,Nulla ut erat id mauris vulputate elementum. Nullam varius.,0,877
878,Военное,quis orci eget orci,43,1,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1,878
879,Гражданское,lobortis vel dapibus at,11,1,Duis ac nibh.,0,879
880,Военное,libero nam,27,0,Etiam faucibus cursus urna. Ut tellus.,0,880
881,Военное,dapibus dolor vel est,15,0,Morbi vel lectus in quam fringilla rhoncus.,1,881
882,Гражданское,elit proin,42,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,882
883,Гражданское,donec ut,23,0,Duis ac nibh.,1,883
884,Военное,quis augue,25,0,Praesent id massa id nisl venenatis lacinia.,1,884
885,Гражданское,vestibulum,4,0,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1,885
886,Гражданское,a,17,1,Donec ut dolor.,0,886
887,Военное,morbi odio odio elementum,26,0,Etiam pretium iaculis justo.,1,887
888,Военное,accumsan,32,0,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0,888
889,Военное,varius integer,14,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1,889
890,Гражданское,ac,8,1,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1,890
891,Военное,neque,6,1,Ut tellus. Nulla ut erat id mauris vulputate elementum.,0,891
892,Гражданское,est phasellus sit,49,1,Nullam varius.,1,892
893,Гражданское,convallis duis,36,1,Etiam vel augue. Vestibulum rutrum rutrum neque.,0,893
894,Гражданское,nulla,20,1,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1,894
895,Военное,eu orci,18,1,Etiam justo.,0,895
896,Военное,id pretium,23,0,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1,896
897,Военное,ultrices,23,1,Duis mattis egestas metus. Aenean fermentum.,0,897
898,Военное,rutrum rutrum,10,0,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,0,898
899,Гражданское,eget orci,46,0,Aenean fermentum.,0,899
900,Гражданское,arcu,38,1,Aliquam non mauris.,1,900
901,Военное,et,6,0,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1,901
902,Военное,nulla,6,0,In congue. Etiam justo.,0,902
903,Гражданское,est,22,1,Aliquam non mauris. Morbi non lectus.,0,903
904,Военное,curabitur convallis duis,39,1,Cras in purus eu magna vulputate luctus.,1,904
905,Гражданское,maecenas pulvinar lobortis est,43,1,Nullam molestie nibh in lectus.,1,905
906,Гражданское,mattis odio donec,41,0,Maecenas ut massa quis augue luctus tincidunt.,0,906
907,Военное,at,13,0,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",0,907
908,Гражданское,enim sit amet nunc,7,1,Nam nulla.,1,908
909,Гражданское,ut mauris eget,26,1,Maecenas pulvinar lobortis est.,0,909
910,Гражданское,eu,33,0,Cras pellentesque volutpat dui.,1,910
911,Военное,ut,24,1,Curabitur in libero ut massa volutpat convallis.,0,911
912,Военное,curabitur gravida nisi at,22,1,Nullam molestie nibh in lectus.,0,912
913,Военное,nulla,32,1,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",0,913
914,Гражданское,congue,12,0,Integer ac leo. Pellentesque ultrices mattis odio.,1,914
915,Гражданское,pede ullamcorper,43,1,Proin at turpis a pede posuere nonummy. Integer non velit.,0,915
916,Гражданское,tempus,4,0,Nulla ut erat id mauris vulputate elementum.,1,916
917,Военное,porttitor,3,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",0,917
918,Гражданское,diam,36,0,Sed sagittis.,0,918
919,Гражданское,in ante vestibulum ante,48,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1,919
920,Военное,tellus in sagittis dui,37,1,Maecenas tincidunt lacus at velit.,1,920
921,Гражданское,nibh fusce,24,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1,921
922,Гражданское,ac enim in,36,1,Duis mattis egestas metus. Aenean fermentum.,1,922
923,Гражданское,mauris viverra diam vitae,41,0,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0,923
924,Гражданское,consequat metus sapien ut,1,1,Integer ac leo. Pellentesque ultrices mattis odio.,1,924
925,Военное,diam cras pellentesque volutpat,16,1,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,0,925
926,Гражданское,in,33,1,In quis justo. Maecenas rhoncus aliquam lacus.,0,926
927,Гражданское,ac enim,43,0,Nullam varius.,0,927
928,Гражданское,pede morbi porttitor lorem,26,0,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,928
929,Военное,aliquam,2,0,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,1,929
930,Гражданское,gravida sem praesent,11,1,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,0,930
931,Гражданское,mi integer,42,1,Vivamus vel nulla eget eros elementum pellentesque.,1,931
932,Гражданское,in magna bibendum imperdiet,5,0,Praesent blandit. Nam nulla.,0,932
933,Военное,magna,30,1,Nullam varius.,0,933
934,Военное,mi nulla,9,0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",1,934
935,Гражданское,venenatis non,7,1,Duis consequat dui nec nisi volutpat eleifend.,0,935
936,Гражданское,mauris vulputate,2,1,Donec semper sapien a libero. Nam dui.,1,936
937,Военное,sit,49,0,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0,937
938,Военное,augue,8,0,Quisque porta volutpat erat.,1,938
939,Военное,molestie sed,41,0,Donec posuere metus vitae ipsum. Aliquam non mauris.,1,939
940,Военное,consequat,11,0,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,0,940
941,Гражданское,consequat in,48,0,Aenean sit amet justo.,1,941
942,Гражданское,posuere metus vitae ipsum,3,0,Aenean sit amet justo.,1,942
943,Гражданское,diam vitae,30,1,Phasellus sit amet erat. Nulla tempus.,0,943
944,Гражданское,maecenas tincidunt lacus,45,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1,944
945,Гражданское,lobortis sapien sapien,43,0,Suspendisse potenti.,1,945
946,Гражданское,a libero nam dui,21,0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",1,946
947,Военное,nisi nam ultrices libero,17,1,Suspendisse accumsan tortor quis turpis. Sed ante.,0,947
948,Военное,curae nulla dapibus,49,0,Duis bibendum. Morbi non quam nec dui luctus rutrum.,0,948
949,Военное,ac,26,1,Suspendisse potenti. In eleifend quam a odio.,1,949
950,Гражданское,velit donec diam neque,28,1,Integer a nibh.,0,950
951,Военное,rhoncus,13,0,In hac habitasse platea dictumst.,0,951
952,Военное,sapien placerat ante nulla,20,1,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,0,952
953,Гражданское,gravida nisi at nibh,41,0,Integer a nibh. In quis justo.,1,953
954,Военное,orci luctus et,21,0,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1,954
955,Военное,nisi vulputate nonummy maecenas,40,1,Nunc nisl.,0,955
956,Гражданское,hac habitasse platea,30,0,Pellentesque viverra pede ac diam.,1,956
957,Гражданское,amet erat nulla,22,0,Curabitur in libero ut massa volutpat convallis.,0,957
958,Военное,at turpis,12,0,Curabitur gravida nisi at nibh.,1,958
959,Гражданское,rhoncus,16,1,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",0,959
960,Военное,diam,31,0,Nullam molestie nibh in lectus.,1,960
961,Военное,viverra diam vitae quam,5,1,In sagittis dui vel nisl.,1,961
962,Гражданское,donec dapibus duis at,16,0,Ut at dolor quis odio consequat varius. Integer ac leo.,1,962
963,Военное,vel,8,1,Praesent id massa id nisl venenatis lacinia.,1,963
964,Военное,ut massa volutpat,28,1,Nulla tellus.,0,964
965,Гражданское,eget semper rutrum,24,0,Donec vitae nisi.,1,965
966,Гражданское,nisi,36,1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",0,966
967,Военное,rutrum rutrum neque,17,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,1,967
968,Военное,nisl,16,0,Nunc nisl.,0,968
969,Военное,tellus,15,1,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",0,969
970,Военное,turpis a,35,1,Quisque ut erat.,1,970
971,Гражданское,blandit nam nulla,19,0,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,1,971
972,Военное,lacinia eget,30,0,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,0,972
973,Военное,nibh quisque id,48,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,973
974,Военное,mattis pulvinar,22,1,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,0,974
975,Гражданское,velit vivamus,3,0,In congue. Etiam justo.,1,975
976,Военное,orci,29,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",0,976
977,Военное,viverra pede ac diam,23,1,Morbi ut odio.,0,977
978,Гражданское,non ligula,24,1,Praesent blandit.,0,978
979,Военное,eleifend,3,1,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,0,979
980,Военное,sit,10,1,Etiam pretium iaculis justo.,0,980
981,Военное,pede,12,0,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,0,981
982,Гражданское,felis,42,0,Nulla tellus. In sagittis dui vel nisl.,0,982
983,Военное,erat fermentum justo nec,5,1,Morbi a ipsum. Integer a nibh.,1,983
984,Военное,morbi odio odio,38,0,Cras non velit nec nisi vulputate nonummy.,1,984
985,Военное,parturient,6,0,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1,985
986,Гражданское,mi pede,43,0,Etiam vel augue.,0,986
987,Гражданское,euismod scelerisque quam,15,1,Nam dui.,1,987
988,Гражданское,erat eros viverra eget,37,1,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,1,988
989,Гражданское,integer ac leo,11,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,1,989
990,Гражданское,cras pellentesque volutpat dui,37,0,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",1,990
991,Военное,tristique,14,0,Proin eu mi. Nulla ac enim.,1,991
992,Военное,consequat lectus in,45,0,Proin eu mi. Nulla ac enim.,1,992
993,Военное,sapien in,44,0,Integer ac neque.,0,993
994,Гражданское,nunc,8,0,Morbi non quam nec dui luctus rutrum. Nulla tellus.,0,994
995,Гражданское,nisl duis ac,44,1,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",0,995
996,Гражданское,platea,22,1,In sagittis dui vel nisl.,0,996
997,Военное,pretium nisl ut,23,1,Nulla nisl. Nunc nisl.,1,997
998,Гражданское,turpis a pede,24,1,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1,998
999,Гражданское,mi in,45,1,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",1,999
1000,Военное,leo,20,0,Nam tristique tortor eu pede.,1,1000
